username profile,rate,date,reviews
vichangcimen,5,27-01-2017 08:55 AM,"Salah satu masker yang udah gw repurchase berkali2 karena murah dan memberikan hasil, selain itu juga harganya murah dan gampang dicari dimana-mana. Waktu habis pake ini rambut gw jadi halus, tapi gw kurang suka baunya kaya ada bau2 ginseng (selera orang beda-beda sih) Gw biasa pake 2 minggu sekali atau kalo lagi ngerasa rambutnya kering"
puts_vins,5,27-01-2017 03:34 PM,"produk ini nolongin kondisi rambutku banget. seminggu sekali aku pakai ini dirumah. dan hasilnya kulit kepala aku jadi enak, rambut lebih kalem dan diatur nya mudah. pokoknya setelah nyobain produk ini sekali lalu aku jadiin produk ini sebagai salah satu treatment wajib aku untuk seminggu sekali. produknya gampang banget dicari dan harganya terjangkau"
dheafitaloka,5,18-01-2017 10:44 AM,"Ini produk yang wajib ku pakai selama 2 minggu sekali untuk perawatan rambut sendiri di rumah . Hasilnya bikin rambut ku lembut, wangi dan mudah di atur . Kalo di catok jadi lebih tahan lama gak gampang lost . 
Repurchase ? Wajib lah repurchase haha"
flaferry,4,30-12-2016 10:24 PM,"Harga murah, gampang dicari bahkan dijual di alfamart dan indomaret sekalipun. Wanginya enak. Awal coba ini olesin sampai ke scalp, tapi ternyata bikin scalp ku oily banget. Akhirnya coba pakai hanya dari batang rambut sampai ujung rambut, hasilnya jadi lebih ok buat rambutku, keliatan lebih bernutrisi dan sehat. Biasa beli kemasan sachetnya bisa pakai 2-3x tergantung panjang rambut. "
Indahkartikaa,3,29-12-2016 10:06 AM,"been long time ago pakai ini mungkin pas masih smp kali ya seringnya kalo sekarang udah males hehe, tapi ini beneran juara banget sih wanginya dan tingkat kelembapan nya untuk rambut yang kering, the other side aku males ngebilas nya karna terlalu beriminyak dan selalu ngerasa ga bersih kalo abis pakai ini saking bikin kulit kepala licin nya, so maybe im searching for the other one"
senja_anjani,4,29-12-2016 09:55 AM,"Sudah pake produk ini dari jaman masih sma (maklumlah harganya murah untuk anak sma) sampe sekarang... wanginya kalem dan rambut jadi halus.. 1 bungkus bisa buat 2x keramas.. tapi sayang kemasannya harusnya pake klip, biar ga gampang tumpah.. heheheRepurchase? Iyess dunk,,"
MommyZla,4,22-12-2016 10:20 AM,"Ini penolong bangettt!! Pake ini setiap hari gara-gara lama ngga ngerawat rambut dan ga ada waktu ke salon. Trus muncul deh masalah rambut rontok, rontoknya ngga santai . Sampe ke lantai2 dan buanyak banget kan bahaya apalagi aku punya anak yg lagi aktif2nya. Begitu cobain pikirku pengen aja ngerawat sendiri di rumah, harganya juga murah pake banget! (Karena aku pakenya 1sachet untuk 2kali pemakaian) rontok ku jadi mulai berkurang deh.. Rambut jadi lembut jugaa . Loveeee "
syifaeriana,5,19-12-2016 04:27 AM,"wanginya enak, dan jd bikin halus rambutku. Rambut jd lembut dan ga gampang berminyak, type rambutku yg sering berminyak kadang bikin kesel kalo udh lepek dan gatel. produk makarizo emang hampir semuanya bagus dan bikin rambut jadi lebih halus ❤️❤️❤️"
lalapita10,5,16-12-2016 06:04 PM,Masker ini enak banget. Wanginya bikin nyaman kepala dan efeknya mantap banget buat rambut. Rambut jadi kerasa halus banget habis maskeran pakai ini. Harganya juga murah banget. Aku sampai beli yang kemasan jar puas banget pakai ini.
JudithCholya,5,16-12-2016 05:18 PM,ini my daily creambath gitu.. Bagus banget biasanya kalo abis keramas aku pasti pake ini karena rambutku ga cukup kalo pake shampoo doang.. Pake ini buat jinakin rambut biar jadi halus lembut dan mudah diatur.. Dan ini wangi parah!! Pacarku aja sampe suka ciumin rambut aku terus karena wangi.. Tapi aku lebih suka yg varian kiwi sih soalnya wanginya lebih kayak bubble gum menurut aku dibanding kiwi.. Repurchase? Ofcourse it's my daily creambath!
E-nora,4,16-12-2016 02:32 PM,Pertama beli karena iseng.rambut udah lama gak di treatment trus liat ini di supermarket. Karena merk makrizo sudah lumayan dikenal.ak cobain. Dan ternyata gak nyesel nyoba2. Wanginya enak dan tahan lama.bisa tahan lebih dari 3hari. Teksturenya creamy padet bikin gampang di aplikasi ke rambut. Ada sensasi dinginnya waktu dipake. Ak biasa pake tiap jumat biar weekend wangi terus.hahaha..Cuma packingnya agak susah dibuka apalagi kl tangan uda basah kena air
Priskilaingrid26,4,14-12-2016 02:12 PM,"Love It sama produk ini karena ada kandungan royal jelly ,wanginya enak, harga nya murah banget..karena rambutku wavy ,kasar ini emang ngefek banget rambutku bisa halus , lembut , bercahaya ,gampang diatur seketikaIni bisa aku pakai 2 kali ,tapi sayangnya gak ada klip nya jadi gampang tumpah Dan Beli ini karena pengen coba creambath sendiri,karna males creambath di salon "
trianawho,5,11-12-2016 06:22 AM,"Favorite product untuk home treatment. Kalo lagi ga sempet ke salon (atau lagi irit budget) produk ini paling oke untuk perawatan rambut. Tipe rambutku tebal banget, wavy, frizzy dan mengembang. Biasanya aku pake 1 sampai 2 kali seminggu. Setelah keramas pake conditioning shampoo nya (yang royal jelly juga) aku pake ini dan di diamkan 30 - 60 menit. Hasilnya, rambutku jadi lembut, wanginya tahan lama dan kalo mau di style pake styling tools jadi gampang dan awet. Rambutku juga sering di catok dan ini the best treatment untuk meminimalisir efek catokan. Rambutku jadi ga ""garing"", ga kusam dan ga split ends. Saat ini sudah pake tub kedua, dan akan repurchase :)"
hnyceltic,5,02-12-2016 08:54 AM,"Pertama pakai creambath anti aging makarizo ini karena wanginya enak,selesai keramas menggunakan shampo, langsung diberikan creambath ini sambil dipijat-pijat agar meresap dikulit..dan didiamakan -/+ 10 menit langsung bilas..dan haislnya rambut sehat berkilau, lembut, halus mudah ditata...dari jaman SMA sampai sekarang tetap setia menggunakan ini, karen hanya ga mahal dan hasil memuaskannn..."
inonggg,5,28-11-2016 03:09 PM,"Dari semua varian makarizo hair energy, paling sukak sama varian ini karena, wanginya tahan lama dan sesudah maskeran benerannn bikin rambut lembut. Kalo varian lain gatau kenapa, hasilnya wangi sih tapi kurang begitu lembut sehabis keramas dan dikeringkan. Well, mungkin cocok-cocokan sama kulit kepala juga kali ya :D"
ItaChenn,4,27-11-2016 10:46 PM,"Tertarik beli karena kandungan royal jelllynya yang katanya bagus untuk damaged hair. Packagingnya didominasi warna mustard yang menurutku sangat eye-catching. Teksturnya seperti krim creambath pada umumnya dan sangat mudah diaplikasikan. Untuk rambut tipis seperti rambutku, 1 kemasan bisa dipakai 3-4x loh hehe. Aromanya favorit, aku suka banget nggak terlalu strong. Harganya juga sangat terjangkau dan mudah didapat kalau dibandingkan harus creambath di salon. Aku biasanya pakai 2x seminggu setelah keramas. Aplikasikan di rambut dan pijat dengan lembut. Seteah pakai produk ini efeknya langsung terasa, rambut jadi jauh lebih halus dan lembut, tidak mengembang, lebih bercahaya dan mudah diatur. Wanginya juga tahan lama jadi makin suka. Jadi menurutku kelebihannya yaitu harganya benar-benar terjangkau, mudah ditemukan di supermarket, isinya lumayan banyak untuk rambut tipis sepertiku bisa digunakan berkali-kali, wanginya tahan lama dan efeknya benar-benar terasa. Rambut jadi halus dan lembut, tidak kusam, mudah diatur dan bercahaya. Sedangkan kekurangannya sampai saat ini belum ada. "
sarassain,5,27-11-2016 06:08 PM,saya sangat merekomendasi produk hair threatment ini karena dari segi baunya sangat wangi bisa tahan 2hari-3hari tergantung kegiatannya. Dari segi hasilnya dapat melembutkan dan memudahkan untuk penataan rambut. Dari segi harga sangat murah. praktis untuk digunakan
Edwina_Hidayah,4,22-11-2016 01:17 PM,"Ini masker rambut hemat banget, untuk rambut saya yang sepanjang bahu. Bisa 3 kali pemakaian. Sayangnya suka bikin rontok rambut saat pengaplikasian masker ke rambut. Namun efeknya rambut lebih lembut dan lembab (rambut saya cukup kering), serta mudah diatur (rambut saya lurus tetapi megar). Harganya terjangkau dan mudah ditemukan di supermarket."
dynabada,5,19-11-2016 08:04 PM,"This is my current fav hair mask! Ga bikin rambut lepek. Setelahnya rambut halus banget, pake dikit aja keliatan banget works buat ngelembutin dan kasi kilau ke rambut. Buar yg rambutnya kering banget juga ini bagus. Harganya murah. Gampang dicari krn dijual di minimarket2 terdekat. I highly recommend this hair mask."
theresiacia,4,19-11-2016 07:33 PM,"ini produk hairmask kesekian yang pernah aku coba, hair mask ini membutuhkan waktu yg paling cepet untuk hair mask sejenisnya. Cuma butuh 2-10 menit udh selesai maskeran tapi hasilnya rambut jadi wangi enak, kalau jalan rambutnya terasa sampai orang yg disamping mencium, rambut jd lembut dan lembab apalagi klo ditambah hair serumnya. Overall rambut jd wangi, lembut, mudah diatur tapi tingkat lembabnya belum begitu cover rambut aku yg kering bgt ini sih, but still ok."
CrystalMaiden,4,16-11-2016 03:31 PM,"Sangat melembabkan rambut dan bikin wangi, tapi bikin makin rontok kalau dipakenya kena kulit kepala, jadi menggunakannya jangan dekat-dekat kulit kepala teksturnya agak kental namun mudah diratakan ke seluruh rambut.produk ini gampang dijumpai di minimarket terdekat, dimana-mana ada. "
Ratuayu25,4,16-11-2016 01:28 PM,"pertama kali beli produk ini awalnya iseng aja, mau coba creambath sendiri di rumah. dan ga nyesel ngebeli nya, karena pemakaiannya mudah, satu bungkus bisa dipakai 2 kali dan yang bikin jatuh hati itu wanginya, sukaaa banget sama wanginya yang tahan lama. untuk efek kerambut setelah pemakaian rambut kerasa lebih halus dan mudah diatur. kurangnya produk ini ga ada klip dikemasannya, jadi kadang suka tumpah karena kesenggol atau ga sengaja kepencet. repurchase? yes"
Justi07,5,16-11-2016 09:35 AM,"Aku make ini dari pas SMP karna ikutan kakak aku pake ini. Pas pertama nyium wanginya suka!!! Terus pas udah dibilas jadi lembut banget rambutnya, meskipun dulu-dulu aku ga tau itu fungsinya buat apaan. Soalnya yang penting wangi aja hahaha. Repurchase? Why not haha murah juga sih"
suchinda,4,14-11-2016 11:41 AM,"cream creambath ini enak banget wanginya itu lho . tahan lamabikin rambut halus, ringan dan gampang diatur tapi memang di aku 1 bungkus kebanyakan tapi kalo pake buat 2 kali kurang untuk kemasan coba ada clipnya jadi kalo setelah digunakan masih ada sisa. bisa diclip ajah."
lisadevira,4,13-11-2016 05:12 PM,"- Harganya sekitar IDR 12.000,- bisa dipakai 2-3x. - Pas dipake wangi banget! Dan wanginya tahan sampai besok.- Setelah dipakai bener-bener ngelembabin dan ngehalusin rambut.- Rambut juga jadi enteng dan mudah diatur."
Lysanyk,4,08-11-2016 04:26 PM,Andalan banget nih buat perawatan ala ala salon dari dulu royal jelly jadi favorit banget wangi nya awet. Produk ini gampang banget di dapat murah lagi modal 5rbu uda bisa beberapa kali pakai secara rambut aku pendek  ???? hheeee 
candycorn,5,07-11-2016 07:49 PM,"Creambath makarizo ini gampang di dapat. Dari SMA aku seneng pakai yg royal jelly karna wanginya enak. Rambut jadi lembut, hasilnya beda banget dari sebelum pakai hingga sesudah. Kemasan sachet tapi isinya banyak, karna rambutku tipis dan medium , satu sachet bisa 4x pakai. Pas deh satu sachet untuk sebulan karna aku pakainya tiap satu minggu sekali.Repurchase ? Yoi, pengen coba varian lain dari makarizo creambath."
mae,3,07-11-2016 04:12 PM,"Sebenernya saya suka banget hair mask Makarizo ini, karena dia bisa melembutkan sekaligus menguatkan rambut saya & bikin rambut saya nggak gampang lepek gitu. Tapii sayangnya saya nggak cocok sama aroma yang varian ini. Udah coba beberapa kali (krn 1 sachet kan bisa dipakai berkali-kali), eeh tapi akhirnya nyerah deh, gak tahan karena wanginya juga kuat banget.. Too bad. Ini betul-betul masalah selera aja, aroma yang royal jelly ini bikin eneg buat saya."
Moonlight_dream,4,05-11-2016 10:40 AM,"Hair mask ini jadi salah satu andalan kalo lagi kehabisan hair spa nya loreal. Secara hair mask ini lebih mudah di dapatkan dan cukup ada hasil si di rambut. Rambut jadi lembut, wanginya juga lumayan enak, dan ga bikin mual. Bagi yang sering hair styling rambut wajib banget sih pake hair mask supaya kesehatan rambut tetap terjaga dan ga makin rusak akibat styling.  "
fridarm,4,31-10-2016 07:25 PM,"Aku sudah repurchase produk ini berkali-kali bahkan aku sering stok banyak dirumah. Setiap pemakaian membuat rambutku jadi halus, lembut dan wangi. Lembut dan wanginya pun tahan lama. Wanginya manis tapi menyenangkan, tidak meninggalkan residu yang berat di rambut, malah rambut jadi ringan dan lembut. Isi 1 sachet produk creambath ini bisa untuk beberapa kali pemakaian tergantung panjang rambut. "
tmlarasati,4,31-10-2016 07:08 PM,"rambutku jadi lembut emang habis make ini, tp rambutku malah jadi megar dan tekstur ikal rambutku jadi ga bagus. ga terlalu mslh sih kalo ini krn rambutku bakal kucatok. rambutku jd terawat dan ga kering lagi abis make ini. utk masalah keharuman, aku acungi jempol deh, wanginya lembut banget dan awet sampai 2 hari berikutnya, apalagi kalo make steamer ato handuk shingga produknya makin nyerap ke dalam kepala. harganya juga wajar 11-12 rb utk 2-3 kali pemakaian. ntap."
Izzycute,5,19-10-2016 01:52 AM,"Krim creambath ini sekarang jadi benda wajib saya setiap sehabis keramas. Krim ini bisa dengan efektif melembutkan dan memberikan nutrisi pada rambut, dimana terbukti dengan berkurangnya rambut bercabang saya. Yang saya tidak terlalu suka adalah wanginya, dimana wangi tersebut menurut saya telah cukup diperbaiki pada formula baru dari krim creambath makarizo ini. Repurchase? Absolutely! Saya sudah repurchase berkali2 untuk produk ini, dan tetap akan repurchase untuk ke depannya."
esambot,4,10-10-2016 02:34 PM,"Hair mask nya makarizo gampang banget sih emang didapetin di minimarket, harganya pun terjangkau. Satu sachet gini aku bisa dua kali pakai karena rambutku pendek. Jadi, kalau males ke salon, bisa nih pake sendiri di rumah, gantian sama Ibu. Rambut jadi wangi, halus, lembut, dan lebih bervolume. :)"
krisnanatalia,5,08-10-2016 04:59 PM,"makarizo emang udah jadi produk hair favorite aku... untuk hasil dari hair energy royal jelly ini emang bagus banget, bikin rambut aku yang kering jadi halus, lembut dan enteng banget. cuman karna aku gak terlalu suka sama wanginya jadi aku lebih suka yang varian kiwi, walaupun sebenernya royal jelly ini yang lebih di butuhkan sama rambut aku. Oiya.. untuk ukurannya yang besar, kemasannya sudah berubah loh, kemasannya udah gak kotak lagi, tapi jadi lebih oval atau bulat gitu lah terus mau varian apa aja, warna kemasannya orange gitu, yang membedakan hanya pada gambarnya saja.. "
alineho,4,29-09-2016 06:52 PM,"Aku suka produk ini, karena bikin rambut aku halus dan gampang dibilas. Wanginya juga lumayan enak. Harganya menurutku cukup affordable, satu bungkus bisa dipakai 2 kali. Minusnya cuma rentan tumpah. Udah repurchase berkali - kali.Tapi gak tau deh mau purchase lagi atau enggak, sekarang lagi lebih spend money ke makeup dibanding rambut. "
Attaprili,5,29-09-2016 03:14 PM,"Nyoba ini karena tertarik sama gambarnya. Wkwkwk.... tapi jujur ini bikin rambut aku gampang d atur dan good mood deh. Soalnya rambut jadi gak ngembang aneh dan kering. Bikin suka sama rambutku yg mau d apain aj ok, kuncir ok, urai juga ok."
Kzoldyeck,4,29-09-2016 12:34 PM,Saya suka sekali dengan wamgi dari makarizo royal jelly ini. Selain itu produk ini juga membuat lambut saya terasa halus dan lembut. Tetapi sayangnya terkadang suka terbuang sia-sia karena tumpah : /// semoga packagingnya bisa lebih praktis lagi. 
claraklo,4,29-09-2016 11:52 AM,"Penyelamat rambut 'tempramental' gue kalo lagi males (atau ga mampu) pergi ke salon. Rambut jadi lembut, wangi tahan lama dan ga lepek plus gampang diatur. Ini bikin gue seneng banget karena rambut gue tuh helainya tipis dan halus, jadi gampang kusut-lepek-gimbal. Harganya murah, cuma sayang kalo menurut gue kemasannya kurang praktis. Gampang pula dicari dimana-mana ada. Repurchase? YAS."
luccia,4,25-09-2016 04:47 PM,"Aku pernah pakai produk ini. Baunya wangi, khas bau salon banget, setelah nyobain rambut juga lemes, dan jatuh, berasa kayak habis dari salon, tapi aku ga pernah pake lagi, karena lebih prefer hair mask, daripada krim creambath :)"
Syifachairunisa,4,18-09-2016 11:54 AM,"seminggu sekali aku sempetin rawat rambut aku pakai produk ini. aku suka ganti kadang pakai yang ini kadang yang kiwi. wanginya enak dan bikin rambut aku halus banget setelah pakai ini. produk ini gampaang banget dicarinya, di supermarket ada, mini market ada, dan dimana - mana ada harganya pun murah."
ogers,5,11-09-2016 04:31 PM,"My favoriteeeeeeeee hair mask. Mudah dicari dimana aja, bau nya madu banget, bahkan setelah dikeringkan, awet 2 harian baunya. Bau madunya terasa hangat gitu. Dan setelah make ini rambut ku berasa lembut banget tp lepek."
ernykurnia14,4,05-09-2016 06:47 PM,"Aku suka banget ngerawat rambut pakai Makarizo ini. Wanginya enaaak banget walaupun efek lembut di rambut kurang long last. Tapi aku suka banget. Hehe. Selain itu, harganya affordable dan awet untuk 3 kali pemakaian. "
chi_Luccy,5,29-08-2016 06:30 PM,"Paling seneng kalau pas mandi, habis keramas terus creambath sendiri. Creambath pake makarizo ini enak banged. Baunya enak, rambut juga jadi haluuuuusss banged dan gampang diaturnya. Dan rambutku jadi wangi sepanjang hari. Apalagi nggak perlu ke salon buat creambath, creambath sendiri aja bisa."
hunnybunnie,1,26-08-2016 09:31 AM,"aku pernah beli ini sekali, tapi entah napa pas aku pake, panas banget di kepalaku, uda gt pas bilas rontok banyak banget. karena penasaran selang beberapa hari pake lagi, dan kejadian sama terulang. gak cocok sama aku. once bought and never again."
rii,4,20-08-2016 02:07 PM,"Aku dulu sering banget pake ini waktu masih ngekos. praktis untuk sekali pake dan harga nya terjangkau.Ini pas banget untuk sekali pake.  Efeknya di rambut jadi lembut, gampang di atur, wangi. Efeknya bisa bertahan sampai besoknya.Repurchase: Yes"
winniechristiani,4,19-08-2016 05:33 PM,"My favorite personal treatment kalau males pergi ke salon. Packaging nya udah oke karena udah diatur untuk satu kali penggunaan, wangiiii banget bahkan sampe keesokan harinya, bikin rambut jadi lembut, mudah didapat dimana-mana, harganya murah. The only minus ini ingredient nya nggak 100% natural ya."
Boniet,3,18-08-2016 02:32 PM,"Suka dengan wangi nya yang awet, rambut ku jd lembut, 1 sachet ini aku cukup untuk 3x pemakaian pada rambut ku yang sepanjang dada. Karena kulit kepala aku berminyak jadi aku hanya memakainya dari tengah rambut hingga ujung rambut."
christine_n,5,17-08-2016 06:49 PM,"Creambath pakai royal jelli makarizo ini enak banget, praktis klo mau dipake sendiri dirumah dan bisa juga dibwa ke salon untuk dipakein ama mba salon nya aku. Wanginya biasa aja gak terlalu menusuk. Hasil akhirnya super lembut"
christine_n,5,17-08-2016 06:36 PM,"Yes creambath pakai ini enak banget bikin me time makin sempurna, karna setelah kita pijat2 kulit kepala kita trus kita diemin beberpa menit lalu bilas bersih, rambut kita jadi halus banget, gampang disisir nya. Yang kemasan ini njuga enak buat sekali pakai jadi gak perlu beli yg langsung gede."
Diniagr,5,10-08-2016 09:12 PM,"harga murah kualitas ga murahan! aku suka banget wangi madunya, teksturnya yang thick seperti madu dan setelah menggunakan ini, rambutku jadi mudah diatur dan lembut banget, aku biasa menggunakannya 1-2 kali dalam 1 bungkus"
v.underwood,5,09-08-2016 07:51 PM,"four thumbs up buat produk ini karena bisa bikin rambutku lembut dan terasa enteng. bener-bener kayak abis hairspa di salon. isinya buanyak banget, bisa buat lebih dari sekali pemakaian, dengan harga yang sangat terjangkau. wanginya enak, lembut, menurutku malah nggak kaya madu, tapi enak juga kok!"
pinkvanilla,5,09-08-2016 07:47 PM,Produk ini fav banget. Bisa bikin rambut jadi lembut dan gampang diatur. Wanginya juga enak banget. 1 pack gt isinya cukup banyak jadi bs dipake berkali2. Sering pake produk ini sedikit2 setelah pakai shampoo+condi.
mariacious,3,09-08-2016 11:15 AM,"Creambath yang praktis banget. Sekarang ga perlu kesalon untuk creambath. Creambath bisa dilakuin dirumah. Satu sachet pas banget untuk satu kali creambath. Wanginya enak. Rambut jadi halus, wangi, lembut dan sehat. Dulu lebih sering beli kemasan sachet. Sekarang beli yang kemasan ini karena lebih hemat dan go green "
Hanaraygrace,5,07-08-2016 01:44 AM,"Makarizo ini sebenernya untuk creambath. Tapi aku slalu pke buat mandi pas stlah keramas . Kalo yang madu ini cocok untuk rambut kering. Wanginya enak banget wangi madu. Aku pkai ini rambutku jadi bener"" lembut dan lemes. Soalnya aku punya rambut agak mengembang ya, pke ini jadi agak lemesan rambutnyaaa. Cocok di rambut aku"
LaviolaYulinda,4,07-08-2016 12:29 AM,Aku pernah coba produk yang satu ini bahkan sampai repurchase beberapa kali. Wanginya enak banget aroma madu seger gitu. Setelah dibilas rambut jadi terasa lembut banget. Harganya juga murah dan bisa beberapa kali pakai
anggie_hun,4,03-08-2016 02:02 PM,"sukaaaa banget sama wanginya, trus bikin rambut jadi lembuuuutt....wangi sama lembutnya tahan sampe 2 hari loh...harganya murce dan mudah didapat, jadi ga nyesel beli bolak-balik, hehehehe...jelas-jelas bakalan repurchase..."
fildzahraihan,3.5,02-08-2016 02:00 PM,"bikin rambut lembab, pemakaian rutin bisa lumayan bikin rambutku gak kering parah pasca smoothing. Baunya lumayan awet, sayangnya versi sachet lumayan merepotkan jadi mendingan beli yang versi jar aja biar gak buang-buang"
priscacho,3,01-08-2016 09:03 PM,"Aromanya kurang menurutku, tapi gatau deh makarizo ini memang cocok buat ku apa engga. Soalnya lembutnya ga tahan lama walaupun wanginnya bisa bertahan lama. Kadang kalo udah gerah banget karena cuaca atau suhu ruangan rambutku malah bisa jadi lepek gitu."
Meiliyana,4,01-08-2016 03:00 PM,"Wohoo! Creambath pake ini siih wanginya nyummy banget! Wangi madu nya tahan lama sekitar 2 hari.. Seneng banget creambath pakai ini.. Rambut juga jadi lembut.. Harganya juga nggak bikin kantong jebol.. Sebungkus aku pakai 2 kali, karena kalo 1x pakai, rambut bisa-bisa malah jadi lepek.. Aku pakai hanya dari batang rambut hingga ke ujung.. "
hanyjufri,5,01-08-2016 11:32 AM,"selalu pakai ini setiap 2 minggu sekali. karena pake hijab dan rambut udah super gondrong, jadi harus lebih ekstra treatment nya. hair energy nya ngebantu rambut aku jadi halus banget sama wangi nya tahan lama berhari-hari."
galuhcndrsr,2.5,27-07-2016 06:10 AM,"OMG ini enak banget baunyaa dan satu pack bisa dipakai lebih dari sekali kok (kalau irit-irit) teksturnya kayak hair mask kebanyakan, warnanya orange mencerminkan kalau produk ini dari madu. Yang aku suka hasil akhirnya bikin rambut lembutt banget. Baunya juga awet di rambut. Sering pakai gantian dengan yang aloe. Repurchase? yas :)"
ryzkaelma,2,26-07-2016 04:45 PM,"Hubungannya dengan produk makarizo hanya sampai hair
energynya saja krn produk makarizo yang aku suka cuman ini. Bikin rambut jadi
gk terlalu kering aja sih dan soal aromanya menurutku kurang, tpi soal hasil
lumayan memuaskan apalagi dengan kondisi rambutku yang sering bermasalah.
Harganya yang cukup terjangkau dan mudah didapat dimana-mana."
ririnta,3,24-07-2016 08:07 PM,"Hair mask Makarizo yang varian royal jelly ini enak banget wanginya dan tahan lama. Easy to use buat orang yang males buat ke salon. Setelah pemakaian rambut berasa lembut dan jadi lebih mudah diatu. Kelebihan lainnya harganya affordable banget, isinya juga banyak, saya bisa 3-4x pakai dan gampang didapatin di mini market. Worth to try deh pokoknya!"
adeangki,3.5,01-07-2016 03:49 PM,"Makarizo Hair Energy Creambath, Aromanya enak, bau madu + rempah2nya 
membuat rileks. Jar nya isinya banyak, pada saat diaplikasikan ke rambut
 kepala, rambut yang tadinya kusut lebih gampang diaturnya, harumnya 
tahan lama, 2-3 harian baunya masih nempel. Kalau habis mau beli yang 
aroma ini lagi karena enak bgt. it is worth to buy.."
rairara,3,29-06-2016 10:03 AM,"Anti aging creambath Makarizo ini punya banyak variant dan saya paling suka yang royal jelly ini. Produk ini mudah didapat di indo dan alfamaret manapun. BIkin rambut halus, lembab, wangi, dan mudah diatur. Pakai ini selang seling gantian dengan produk hair mask juga."
chubbybee94,5,27-06-2016 08:53 PM,Suka banget pake creambath makarizo apalagi yg kuning ini. Aromanya manis manis madu gtu trus awet banget wanginya dan lembutnya dirambut aku yg brjilbab nih. Jadi trbawa semangat trus kalo nyium aroma creambath yg nempel di rambut aku. Slalu repurchase sama produk ini ♡
indriyas,2,27-06-2016 02:25 PM,"wanginya menggoda, bener-bener soft dan enak banget baunya. setelah pemakaian, rambut berasa halussss dan wangi. tapi karena rambut saya tipis, palingan saya pakai seminggu sekali. gak tahan juga kalau rambut lemes dan tidak mengembang. tetapi tetep saya pasti purchase lagi "
viviflyneza,5,26-06-2016 08:43 PM,Wangi banget!! Bisa tahan berhari-hari! Sakin wanginya sampai saya pusing kemana-mana ada aroma ngikutin saya. LOL. Isinya juga banyak untuk harga 6000 rupiah. Rambut jadi lembut tapi cuma sehari biasanya besok sudah balik seperti semula.
natalsrs,5,26-06-2016 06:45 PM,"Aku selalu pake ini kalau untuk home-creambath karena wanginya enak banget! Hasilnya juga memuaskan, wanginya bisa tahan sampe 2-3 hari, bikin rambut lembut banget, dan lebih ternutrisi. Highly recommended."
mutiaradela,5,25-06-2016 10:17 PM,"Aku males dan jareng ke salon jadi suka beli crembath sachet makarizo ini aja buat di rumah. Kalo rambut lagi berasa kasar kering atau mau ada acara, aku tinggal creambath sendiri. Wanginya enak banget dan awet. Bisa tahan kurang lebih sampe 3 hari loh di aku. Rambut aku pendek jadi satu sachet masih banyak banget lebihnya. Beli yang jar lebih awet lagi. Suka aku taro di kulkas jadi pas creambath enak wangi dingin adem di kepala. Hasilnya lembut banget terus rambut jadi lebih gampang diatur rapih."
psprtw,5,22-06-2016 10:25 PM,"Ini hair mask atau hair creambath favorit karena wanginya enak banget dan punya efek bagus ke rambut saya. Rambut saya keriting plus super kering, gampang kusut, dan megar, lalu setelah beberapa kali pakai ini rambut saya jadi lebih lembut dan 'jinak'. Wanginya pun bisa bertahan sampai 3 hari lho, beda sama varian kiwi yang cuma bertahan 1 hari saja. Untuk penggunaannya, saya diamkan selama 30 menit supaya kandungan produk meresap sempurna. Bagi yang memiliki rambut kering, rusak, dan diwarnai, produk ini sangat recommended."
lialia20,5,21-06-2016 10:50 PM,"Cream creambath punya makarizo ini ampuh buat halusin rambut, harumnya tahan lama dan yang paling nyenengin harganya murah banget dan gampang didapetinnya. Aku pakenya seminggu satu atau dua kali atau kalo lagi pingin aja. Enak banget cream creambath ini."
wdylrs,5,21-06-2016 03:38 AM,"untuk creambath at home yah dia ini sangat juara. simple, bisa digunakan beberapakali karena the amount is banyaaak. jadi kalo misal ada little party or date gitu i always creambtah my hair with this baby karena rambutku bakal wangi dan lembut yg ga mencuat kemana2 gitu. dan bikin rambutku jg a bit bervolum because my hair soooo straight and flat ya. gatau deh udah habisin berapa bungkus hehe. untuk rambutku yang mostly panjangnya sedada and pretty thick, bisa 2-3 kali pemakaian :)"
ynataliaa,4,19-06-2016 11:31 PM,"Hairmask yang cocok bgt buat org yg sibuk dan ga sempet ke salon. Easy to use, wanginya juga enak banget, nenangin bgt. Selain harganya murah, dan pasti bakalan ada di hampir setiap supermarket! Rambut jadi wangi, gampang diatur, dan segar di kepala hihihi."
alfirasoraya,3,19-06-2016 09:02 PM,"Hairmask yang gampang ditemukan dimana mana. Lebih cocok ke rambut yang kering banget. Buat yang punya rambut kombinasi apalagi berminyak lebih baik jangan sering sering pake kalo gak mau rambut jadi lepek. Emang setelah pakai rambut lembut banget, wangi, gampang diatur. Tapi besoknya biasanya udah lepek. Tapi aku suka sih asal gak sering makenya."
renycitra,3,19-06-2016 08:51 PM,First impression saya langsung suka dengan produk ini. Karena wanginya yg khas. Selain itu produk ini juga cukup affordable dan mudah di dapat dimana saja seperti ind*maret dan sejenisnya. Saat diaplikasikan aromanya cukup menenangkan.  Repurchase? Pasti
